counterfactual,lam_US,lam_CN,fm_CN,fm_US,success_rate
CF2: Full US↔CN swap,1.3361790707779206,1.0396972011841195,0.185,0.12,0.77
CF2: Full US↔CN swap,2.2799156232107842,2.497232555372488,0.105,0.1,0.68
CF2: Full US↔CN swap,0.7564268446917437,1.8598656034545544,0.075,0.2,0.71
CF2: Full US↔CN swap,0.9424551865633839,1.9615045256610713,0.15,0.175,0.765
CF2: Full US↔CN swap,2.392202158672084,1.2377610004981439,0.21,0.015,0.735
CF2: Full US↔CN swap,2.676713652852293,0.74277737082599,0.27,0.01,0.795
CF2: Full US↔CN swap,0.9782330086042861,0.5509770998979662,0.295,0.085,0.81
CF2: Full US↔CN swap,2.91334332686115,1.825236746306169,0.21,0.02,0.7
CF2: Full US↔CN swap,2.5152167112687818,2.516841987144004,0.085,0.055,0.605
CF2: Full US↔CN swap,2.161390949253972,2.52220984401113,0.13,0.065,0.605
CF2: Full US↔CN swap,1.4502413649995234,1.3119175380906871,0.16,0.09,0.74
CF2: Full US↔CN swap,2.4848498634216485,1.3742541742071042,0.18,0.045,0.685
CF2: Full US↔CN swap,1.2269522342092842,2.3352401057984142,0.07,0.1,0.66
CF2: Full US↔CN swap,1.2478037622192861,2.4922541088846524,0.08,0.215,0.68
CF2: Full US↔CN swap,2.9107253603281356,1.0032087634217763,0.255,0.015,0.725
CF2: Full US↔CN swap,1.0367547910442356,1.40294902963681,0.185,0.13,0.8
CF2: Full US↔CN swap,0.5351559526458273,0.7679881698132502,0.18,0.205,0.87
CF2: Full US↔CN swap,1.289517075913825,2.1561000493320455,0.08,0.145,0.775
CF2: Full US↔CN swap,2.440738506430341,2.1104740278184724,0.075,0.045,0.61
CF2: Full US↔CN swap,2.1275791812311677,2.4754461013970364,0.105,0.08,0.665
CF2: Full US↔CN swap,1.305661766515492,2.010981976700564,0.16,0.13,0.685
CF2: Full US↔CN swap,2.672344071901919,0.793186889011132,0.255,0.005,0.775
CF2: Full US↔CN swap,2.121382894286315,1.6542996078817676,0.16,0.025,0.715
CF2: Full US↔CN swap,1.656646550196971,1.726619896128174,0.115,0.055,0.755
CF2: Full US↔CN swap,1.5542008667128941,2.3287636125515285,0.12,0.135,0.69
CF2: Full US↔CN swap,1.322043933920634,1.1058626168348926,0.22,0.095,0.805
CF2: Full US↔CN swap,1.7914232225390019,2.4825408062901837,0.1,0.08,0.665
CF2: Full US↔CN swap,2.5943527043901016,1.0614711922260724,0.2,0.01,0.745
CF2: Full US↔CN swap,1.4577608689859836,1.129106644472628,0.195,0.09,0.76
CF2: Full US↔CN swap,0.5168938497049559,1.278739222491878,0.125,0.16,0.805
CF2: Full US↔CN swap,1.1697865994627874,2.68159315438926,0.07,0.215,0.735
CF2: Full US↔CN swap,1.0663544235194486,2.9959145855869673,0.075,0.2,0.65
CF2: Full US↔CN swap,0.7137809526061805,0.5029834771493442,0.205,0.16,0.86
CF2: Full US↔CN swap,2.4482933034906535,1.1039723823264973,0.135,0.025,0.73
CF2: Full US↔CN swap,0.93626244520681,2.863759321007956,0.085,0.19,0.675
CF2: Full US↔CN swap,2.7688501830366152,1.2739489689345926,0.2,0.005,0.72
CF2: Full US↔CN swap,1.6262271011839102,0.967522420127639,0.23,0.06,0.755
CF2: Full US↔CN swap,2.1568909150622106,2.985623647660081,0.11,0.065,0.695
CF2: Full US↔CN swap,0.6948985259166811,0.5199183011753754,0.25,0.175,0.875
CF2: Full US↔CN swap,0.5637615732611754,2.148609775992056,0.1,0.285,0.765
CF2: Full US↔CN swap,1.3712522648297696,2.9349565064763428,0.06,0.14,0.67
CF2: Full US↔CN swap,2.7694272005401213,0.8447353488555818,0.185,0.0,0.765
CF2: Full US↔CN swap,2.944329040179873,2.730556385837648,0.14,0.08,0.615
CF2: Full US↔CN swap,1.580852271628712,2.1137037350144228,0.11,0.11,0.655
CF2: Full US↔CN swap,1.934542385516575,1.918069961445692,0.135,0.05,0.65
CF2: Full US↔CN swap,0.9267014478597688,2.697408674491231,0.07,0.16,0.74
CF2: Full US↔CN swap,0.6929785712365706,2.6446644298332633,0.07,0.21,0.715
CF2: Full US↔CN swap,0.5648797274677121,2.3592500748315595,0.065,0.17,0.735
CF2: Full US↔CN swap,2.7046558398437286,2.7805625507870846,0.085,0.055,0.6
CF2: Full US↔CN swap,2.0597481137747415,0.8372704031952669,0.215,0.055,0.79
CF2: Full US↔CN swap,1.6785845811113997,1.2629704567751872,0.18,0.045,0.75
CF2: Full US↔CN swap,2.9972266797958365,0.5932565917397582,0.245,0.01,0.775
CF2: Full US↔CN swap,1.969704039369254,1.2222172664772841,0.185,0.04,0.745
CF2: Full US↔CN swap,1.1800171996553204,0.7307876149788981,0.185,0.095,0.77
CF2: Full US↔CN swap,0.8731559473195273,2.392023026322698,0.07,0.195,0.71
CF2: Full US↔CN swap,1.9606338119020592,1.4433332843803843,0.23,0.075,0.77
CF2: Full US↔CN swap,2.3606780144022483,1.0977259054176811,0.255,0.02,0.735
CF2: Full US↔CN swap,1.891386888472062,2.0154677802090992,0.115,0.05,0.66
CF2: Full US↔CN swap,0.8169155639737858,2.824680349770382,0.055,0.255,0.74
CF2: Full US↔CN swap,1.3370693209685787,0.741078889551489,0.155,0.045,0.77
CF2: Full US↔CN swap,0.9804882725930837,1.9871119254453733,0.08,0.16,0.745
CF2: Full US↔CN swap,2.293526779779257,1.614029559989017,0.115,0.055,0.695
CF2: Full US↔CN swap,0.8899230307380577,2.289723856336028,0.15,0.155,0.77
CF2: Full US↔CN swap,2.4172250299801794,1.7999970815295074,0.17,0.04,0.675
CF2: Full US↔CN swap,1.3783643952307298,2.286333512422691,0.095,0.14,0.695
CF2: Full US↔CN swap,1.0248410950508662,0.7238015338006785,0.26,0.13,0.895
CF2: Full US↔CN swap,1.5250409590161298,2.8439260914961486,0.07,0.155,0.71
CF2: Full US↔CN swap,1.0829672568845523,0.9951868350481903,0.175,0.09,0.76
CF2: Full US↔CN swap,0.9871233807011438,2.60945172585465,0.075,0.165,0.705
CF2: Full US↔CN swap,1.822819680818098,2.6760100386814747,0.1,0.11,0.66
CF2: Full US↔CN swap,2.409891253048253,1.6213243492271239,0.165,0.04,0.63
CF2: Full US↔CN swap,2.4134846395883898,2.4638328999894252,0.12,0.055,0.63
CF2: Full US↔CN swap,2.6741194467148066,1.8951746971111836,0.145,0.025,0.67
CF2: Full US↔CN swap,2.5602964288245014,1.8883954499604916,0.155,0.04,0.74
CF2: Full US↔CN swap,1.3870527379328017,2.5906873646236086,0.08,0.145,0.69
CF2: Full US↔CN swap,1.1926500177900712,0.6424535904197777,0.235,0.07,0.815
CF2: Full US↔CN swap,1.6433502317731388,1.9131270290947882,0.105,0.075,0.665
CF2: Full US↔CN swap,0.978695919709109,2.6515118555152455,0.08,0.135,0.68
CF2: Full US↔CN swap,1.4022735752475533,1.2798962823028637,0.22,0.095,0.735
CF2: Full US↔CN swap,2.8192059536113616,0.9830899843785308,0.2,0.0,0.775
CF2: Full US↔CN swap,1.0343107862600982,1.3140437848392021,0.185,0.175,0.775
CF2: Full US↔CN swap,2.6389528324100935,2.322151435342826,0.145,0.04,0.64
CF2: Full US↔CN swap,2.6595331941206855,1.5306171161427111,0.19,0.01,0.68
CF2: Full US↔CN swap,2.32708624843534,1.5918554661535813,0.175,0.03,0.71
CF2: Full US↔CN swap,1.1371318197884126,0.8924020015871532,0.195,0.14,0.85
CF2: Full US↔CN swap,2.8420961135352685,2.132321736461898,0.17,0.05,0.645
CF2: Full US↔CN swap,1.4804727247227123,0.7337187300411423,0.205,0.06,0.805
CF2: Full US↔CN swap,2.4320043399699927,1.0523298483304881,0.22,0.015,0.735
CF2: Full US↔CN swap,2.0072843031759398,1.88969786127948,0.175,0.035,0.73
CF2: Full US↔CN swap,2.8187859290997914,2.721662016037239,0.12,0.045,0.63
CF2: Full US↔CN swap,2.9364992889050234,1.9546972719428637,0.11,0.025,0.67
CF2: Full US↔CN swap,2.2163270290541273,0.8566742728057393,0.22,0.025,0.705
CF2: Full US↔CN swap,2.1964089392948996,2.719558758375906,0.14,0.04,0.685
CF2: Full US↔CN swap,0.5458560705218005,2.1974211016384007,0.115,0.14,0.805
CF2: Full US↔CN swap,2.0395090308053074,2.7129833307474973,0.09,0.095,0.585
CF2: Full US↔CN swap,2.627986239814965,1.7865394332794096,0.18,0.035,0.64
CF2: Full US↔CN swap,1.3987264491622877,1.9233577005738356,0.1,0.115,0.705
CF2: Full US↔CN swap,2.3275282643701916,1.84272560248175,0.155,0.025,0.675
CF2: Full US↔CN swap,2.6031688576591616,1.413428082158628,0.17,0.03,0.735
CF2: Full US↔CN swap,2.4473765950898727,1.6704535505368718,0.16,0.035,0.675
CF2: Full US↔CN swap,1.3937409739096585,1.8324438865797417,0.145,0.11,0.74
CF2: Full US↔CN swap,2.60118678743718,2.3840784845111767,0.115,0.075,0.635
CF2: Full US↔CN swap,1.8536752715253455,2.0752912541146684,0.11,0.08,0.645
CF2: Full US↔CN swap,0.6918078051026926,2.5484899734391546,0.08,0.19,0.7
CF2: Full US↔CN swap,2.9128449420753864,2.6446261100780597,0.105,0.05,0.675
CF2: Full US↔CN swap,2.7356611098775803,1.0669233676643972,0.185,0.035,0.71
CF2: Full US↔CN swap,1.8014782264703637,1.9986376171413405,0.155,0.075,0.695
CF2: Full US↔CN swap,2.4276796888160495,2.9580061949162273,0.135,0.095,0.67
CF2: Full US↔CN swap,1.912292522016227,1.1689248318687688,0.19,0.065,0.775
CF2: Full US↔CN swap,2.9061356087635453,1.2563811584516955,0.23,0.015,0.65
CF2: Full US↔CN swap,2.038942782173002,2.131657612078647,0.105,0.045,0.655
CF2: Full US↔CN swap,0.8058993436013115,2.927913326904073,0.065,0.255,0.745
CF2: Full US↔CN swap,1.4770577006379768,1.6219930895616113,0.135,0.105,0.775
CF2: Full US↔CN swap,0.7066693624143425,0.6326148443914882,0.24,0.195,0.85
CF2: Full US↔CN swap,1.4350283905577164,2.888550378046175,0.035,0.175,0.64
CF2: Full US↔CN swap,2.873872247013365,1.5573461884159376,0.19,0.015,0.685
CF2: Full US↔CN swap,2.777401014953209,2.040348668223296,0.155,0.02,0.63
CF2: Full US↔CN swap,2.1247595226570155,1.3903035180007854,0.145,0.045,0.69
CF2: Full US↔CN swap,2.8023282314993883,0.9227805305839288,0.26,0.015,0.74
CF2: Full US↔CN swap,1.0567510078934017,1.5979822248610291,0.17,0.1,0.755
CF2: Full US↔CN swap,1.009384766241114,1.5248491818787735,0.18,0.125,0.745
CF2: Full US↔CN swap,0.8116437588444765,1.0009518196584581,0.2,0.13,0.79
CF2: Full US↔CN swap,1.6496026466229792,1.5370243433880892,0.16,0.105,0.71
CF2: Full US↔CN swap,1.8981501596777777,2.4669669753960655,0.1,0.055,0.68
CF2: Full US↔CN swap,1.5651892146517534,2.7273339627114948,0.08,0.19,0.78
CF2: Full US↔CN swap,1.2830510443703802,2.2917032065336813,0.105,0.185,0.755
CF2: Full US↔CN swap,1.3339567057919528,1.9702793321190766,0.135,0.12,0.765
CF2: Full US↔CN swap,1.4215531983734588,2.997553537115888,0.085,0.175,0.68
CF2: Full US↔CN swap,0.5883718361834984,1.452430399724706,0.145,0.205,0.8
CF2: Full US↔CN swap,1.5831903984754017,2.2357804026657857,0.135,0.105,0.705
CF2: Full US↔CN swap,2.690778746986424,2.9360021430578316,0.09,0.075,0.675
CF2: Full US↔CN swap,1.899771563950456,1.7288583415270695,0.135,0.06,0.675
CF2: Full US↔CN swap,2.786323457507076,2.150294671714906,0.145,0.02,0.7
CF2: Full US↔CN swap,1.1137072151152847,2.875115250966733,0.105,0.165,0.715
CF2: Full US↔CN swap,1.4407569738831978,1.5391981813872107,0.185,0.095,0.76
CF2: Full US↔CN swap,2.552440400181375,0.73865791766591,0.205,0.005,0.825
CF2: Full US↔CN swap,2.991190042119697,2.095757241706308,0.18,0.04,0.695
CF2: Full US↔CN swap,2.2885757427760796,2.452526279825135,0.16,0.07,0.73
CF2: Full US↔CN swap,1.9688825848216611,2.539074218969935,0.115,0.07,0.655
CF2: Full US↔CN swap,2.7406140286853558,2.7020889386278624,0.135,0.03,0.645
CF2: Full US↔CN swap,2.1452675806488015,0.6963251883748116,0.245,0.005,0.8
CF2: Full US↔CN swap,1.6315879123305448,1.574603162084304,0.12,0.04,0.745
CF2: Full US↔CN swap,1.3785292098175532,2.2960990903811354,0.105,0.12,0.655
CF2: Full US↔CN swap,1.2264859130592902,1.932611930901644,0.185,0.12,0.73
CF2: Full US↔CN swap,2.7136925934880196,2.0008177299966787,0.155,0.04,0.64
CF2: Full US↔CN swap,2.4246742216886554,1.6354718514088287,0.185,0.04,0.71
CF2: Full US↔CN swap,0.873107120466565,2.29151207339067,0.085,0.185,0.73
CF2: Full US↔CN swap,2.47499421349155,2.7954864729018456,0.105,0.05,0.685
CF2: Full US↔CN swap,1.9358658122488963,1.4908568248282514,0.2,0.04,0.765
CF2: Full US↔CN swap,2.735226361271207,2.7282323378008204,0.085,0.05,0.595
CF2: Full US↔CN swap,1.262458119709171,2.623511431926409,0.125,0.14,0.75
CF2: Full US↔CN swap,0.9533410847637818,1.9908320911349617,0.105,0.18,0.78
CF2: Full US↔CN swap,0.9334419825285268,1.1979827134693137,0.135,0.165,0.765
CF2: Full US↔CN swap,0.956746476936307,1.9124737771154938,0.155,0.175,0.67
CF2: Full US↔CN swap,1.971162272582298,2.9492441355759165,0.1,0.12,0.635
CF2: Full US↔CN swap,1.0129888344215006,2.260884550205388,0.095,0.165,0.705
CF2: Full US↔CN swap,2.574399485387536,2.678583797385359,0.155,0.05,0.62
CF2: Full US↔CN swap,0.6171863045628754,0.9911780999486006,0.2,0.16,0.8
CF2: Full US↔CN swap,1.3454390505599298,1.8612122931030581,0.175,0.11,0.725
CF2: Full US↔CN swap,1.460378888051158,2.9033441557185693,0.06,0.15,0.67
CF2: Full US↔CN swap,2.203813126161493,1.1751321173328142,0.175,0.025,0.695
CF2: Full US↔CN swap,2.954076333257635,2.5405719151824644,0.1,0.045,0.64
CF2: Full US↔CN swap,2.4520197340907117,1.394176296902465,0.19,0.02,0.715
CF2: Full US↔CN swap,2.7728317663598383,2.314428527163003,0.11,0.01,0.69
CF2: Full US↔CN swap,0.6883520393209883,2.4987750346099284,0.025,0.24,0.69
CF2: Full US↔CN swap,2.9069198251146933,2.311127347545143,0.12,0.03,0.615
CF2: Full US↔CN swap,1.8138399231823037,2.8441908201979964,0.095,0.12,0.68
CF2: Full US↔CN swap,1.7170825175436248,2.212588420526182,0.135,0.12,0.7
CF2: Full US↔CN swap,2.8907789733824023,1.2646750579488377,0.225,0.005,0.705
CF2: Full US↔CN swap,2.759531917807716,1.4225814940879573,0.175,0.01,0.675
CF2: Full US↔CN swap,2.105040967760285,2.4078982371475495,0.16,0.045,0.625
CF2: Full US↔CN swap,2.0447731242823095,2.223178579684274,0.15,0.065,0.705
CF2: Full US↔CN swap,1.475770988562437,1.7365311783044954,0.15,0.08,0.75
CF2: Full US↔CN swap,2.557188841456278,2.8514074956661153,0.095,0.045,0.64
CF2: Full US↔CN swap,0.5244103440694959,1.833490527558971,0.13,0.185,0.79
CF2: Full US↔CN swap,1.1978412905401048,2.1256633521776136,0.1,0.115,0.72
CF2: Full US↔CN swap,1.0222107298937058,0.6105922434644311,0.275,0.085,0.83
CF2: Full US↔CN swap,0.8240991358093986,2.6904727300826305,0.075,0.165,0.715
CF2: Full US↔CN swap,1.2525733875119303,1.5798654622193329,0.15,0.095,0.755
CF2: Full US↔CN swap,0.577011942911873,2.3200385726140844,0.08,0.155,0.735
CF2: Full US↔CN swap,1.5989107161319476,2.7607091513653517,0.065,0.095,0.695
CF2: Full US↔CN swap,1.1909534158994421,0.7223409356716066,0.23,0.105,0.84
CF2: Full US↔CN swap,2.226900241287944,1.8406434938659122,0.18,0.06,0.695
CF2: Full US↔CN swap,0.93008706630277,0.7938571710267854,0.195,0.16,0.81
CF2: Full US↔CN swap,2.6956051751430588,1.6766063781766798,0.185,0.02,0.745
CF2: Full US↔CN swap,0.6905437213074485,0.5027490577522595,0.2,0.12,0.855
CF2: Full US↔CN swap,2.950373194044784,2.1155839455078262,0.15,0.045,0.655
CF2: Full US↔CN swap,1.0762222070622223,2.5625882891092413,0.07,0.16,0.745
CF2: Full US↔CN swap,2.857073955422178,2.132944006090482,0.22,0.035,0.69
CF2: Full US↔CN swap,0.7589714466707647,2.5755856162344584,0.07,0.22,0.72
CF2: Full US↔CN swap,2.978153872483961,1.5722964364387946,0.25,0.015,0.735
CF2: Full US↔CN swap,2.377034988876116,1.9202495245306077,0.175,0.035,0.685
CF2: Full US↔CN swap,2.254652544888319,2.291967321181822,0.11,0.07,0.7
CF2: Full US↔CN swap,2.4167714087858836,1.0725440753704598,0.215,0.035,0.745
CF2: Full US↔CN swap,2.018592535944612,1.4394472694475384,0.21,0.055,0.685
CF2: Full US↔CN swap,0.9593073607601108,2.758973285195674,0.08,0.2,0.725
CF2: Full US↔CN swap,2.9621140055458564,0.9673213942267231,0.255,0.01,0.785
CF2: Full US↔CN swap,0.6147699287276321,2.8710003539489315,0.05,0.23,0.785
CF2: Full US↔CN swap,1.1831222185931378,2.3535802160129693,0.115,0.15,0.675
CF2: Full US↔CN swap,1.2210968943893306,2.002519282612904,0.1,0.12,0.625
CF2: Full US↔CN swap,2.1143267326273456,1.8868523250888485,0.17,0.05,0.715
CF2: Full US↔CN swap,2.7717053019025677,0.86780382728269,0.27,0.015,0.765
CF2: Full US↔CN swap,1.1770504674184088,1.1877462723077108,0.155,0.11,0.77
CF2: Full US↔CN swap,0.746034306763207,2.1528435927531135,0.11,0.235,0.825
CF2: Full US↔CN swap,0.7105706847623043,2.466327334546177,0.08,0.25,0.75
CF2: Full US↔CN swap,0.5582153737110802,1.24772645689018,0.165,0.205,0.775
CF2: Full US↔CN swap,0.6140111401155008,0.7188764902344847,0.22,0.15,0.855
CF2: Full US↔CN swap,1.6457191516236884,2.2025535658670234,0.115,0.105,0.715
CF2: Full US↔CN swap,2.8317487763721494,0.8450106009030298,0.21,0.025,0.76
CF2: Full US↔CN swap,2.649895070432006,1.9291780528127846,0.16,0.015,0.675
CF2: Full US↔CN swap,0.8823753022027326,1.9795689299341337,0.085,0.18,0.76
CF2: Full US↔CN swap,2.0181817315003707,1.9971066542661349,0.15,0.065,0.65
CF2: Full US↔CN swap,0.6022233608508392,1.1944612019957388,0.185,0.19,0.795
CF2: Full US↔CN swap,1.8886498114102255,2.5910107582704565,0.1,0.075,0.695
CF2: Full US↔CN swap,2.4476291340713887,1.3647938441004943,0.195,0.035,0.75
CF2: Full US↔CN swap,2.9918249267103523,0.7182742376678113,0.25,0.0,0.765
CF2: Full US↔CN swap,1.5808916327757796,1.686136648209006,0.18,0.095,0.705
CF2: Full US↔CN swap,1.2696212735738726,1.89388004995721,0.115,0.14,0.78
CF2: Full US↔CN swap,2.7686075410605886,1.3328732638976242,0.215,0.015,0.79
CF2: Full US↔CN swap,2.3513358318738256,2.0645753375900173,0.115,0.04,0.655
CF2: Full US↔CN swap,0.8053594009801586,0.721905030163442,0.205,0.115,0.795
CF2: Full US↔CN swap,1.8701016825309629,2.4556520557817003,0.085,0.105,0.695
CF2: Full US↔CN swap,2.79509888244206,1.7723421667537447,0.17,0.025,0.685
CF2: Full US↔CN swap,2.763326023741969,1.0472952219946212,0.27,0.005,0.725
CF2: Full US↔CN swap,1.4166166891421146,1.3055553248309668,0.215,0.06,0.755
CF2: Full US↔CN swap,2.460238848289678,1.3389375740664797,0.22,0.03,0.705
CF2: Full US↔CN swap,2.615435854934091,0.8157928430906565,0.21,0.015,0.785
CF2: Full US↔CN swap,1.2248048690486675,2.6459884846530155,0.065,0.14,0.69
CF2: Full US↔CN swap,0.8540928854994513,2.333692414056461,0.075,0.135,0.73
CF2: Full US↔CN swap,1.4832671166759268,0.6309164065626695,0.245,0.045,0.81
CF2: Full US↔CN swap,2.4895606659003926,2.5252517698242656,0.17,0.035,0.68
CF2: Full US↔CN swap,1.118472780780236,1.018098174507429,0.195,0.09,0.795
CF2: Full US↔CN swap,0.5696602813067084,2.708974376192571,0.085,0.245,0.79
CF2: Full US↔CN swap,1.0234571463204254,1.929518748650171,0.115,0.16,0.695
CF2: Full US↔CN swap,0.8231989560159119,2.859096626839992,0.055,0.245,0.695
CF2: Full US↔CN swap,1.9283445068284284,2.6925823637994464,0.085,0.095,0.645
CF2: Full US↔CN swap,1.7778660106030344,2.4125550135229146,0.065,0.115,0.65
CF2: Full US↔CN swap,2.414731598651842,1.5439742105940235,0.175,0.02,0.71
CF2: Full US↔CN swap,2.9076820815520845,1.4950465401000117,0.18,0.01,0.735
CF2: Full US↔CN swap,1.495505559530456,2.313305729319599,0.125,0.155,0.685
CF2: Full US↔CN swap,1.132796006540559,2.3741881445734627,0.13,0.135,0.705
CF2: Full US↔CN swap,0.7702304405011491,0.6485509264951144,0.195,0.145,0.865
CF2: Full US↔CN swap,2.055170495159116,1.0046689732387788,0.255,0.025,0.755
CF2: Full US↔CN swap,0.7734396735117348,1.345761194956379,0.175,0.175,0.835
CF2: Full US↔CN swap,2.1172749436580247,1.1089011051940152,0.155,0.01,0.72
CF2: Full US↔CN swap,1.8515560365497359,0.628369898221512,0.29,0.035,0.82
CF2: Full US↔CN swap,2.1600495640476787,0.9233252614406696,0.185,0.025,0.725
CF2: Full US↔CN swap,0.8483291118232651,2.153975692054357,0.125,0.155,0.735
CF2: Full US↔CN swap,1.813281776386091,1.518147891294967,0.23,0.06,0.77
CF2: Full US↔CN swap,1.9060866173580202,2.179367325535468,0.135,0.065,0.66
CF2: Full US↔CN swap,1.012745145638371,1.8586701030880264,0.17,0.16,0.775
CF2: Full US↔CN swap,0.7547926418595176,1.0941977077977565,0.2,0.135,0.815
CF2: Full US↔CN swap,2.369218354956795,0.596401154205934,0.25,0.02,0.745
CF2: Full US↔CN swap,1.841069511415627,2.6420922661757,0.11,0.085,0.655
CF2: Full US↔CN swap,1.8949652315506085,0.9017546333950572,0.22,0.055,0.74
CF2: Full US↔CN swap,1.3942284232156412,1.5260565628876654,0.14,0.085,0.71
CF2: Full US↔CN swap,1.460120839602998,1.1498885884790648,0.16,0.045,0.71
CF2: Full US↔CN swap,2.258634159219129,2.644014631815449,0.11,0.07,0.675
CF2: Full US↔CN swap,2.113021032984793,2.7512410493007735,0.135,0.09,0.635
CF2: Full US↔CN swap,1.996437686528,0.9008020096719365,0.21,0.04,0.785
CF2: Full US↔CN swap,2.9167043578394183,0.8444014930558031,0.2,0.015,0.8
CF2: Full US↔CN swap,1.5580024767356884,1.5539743520116152,0.17,0.09,0.74
CF2: Full US↔CN swap,1.5001407833316227,1.7875625042800651,0.17,0.105,0.775
CF2: Full US↔CN swap,0.9682291708780941,0.8726431956024943,0.17,0.095,0.78
CF2: Full US↔CN swap,2.19443140800369,0.990819120063275,0.18,0.02,0.725
CF2: Full US↔CN swap,2.4290763125136254,0.876863906430403,0.235,0.025,0.78
CF2: Full US↔CN swap,2.243584280445484,1.2143517996815982,0.235,0.025,0.715
CF2: Full US↔CN swap,1.8903823607901873,2.7719446737463227,0.085,0.11,0.705
CF2: Full US↔CN swap,2.8521523348197015,1.6506092794403646,0.16,0.01,0.67
CF2: Full US↔CN swap,2.5409916465985103,1.716936889415696,0.185,0.045,0.75
CF2: Full US↔CN swap,1.96463028955035,0.8741518832084378,0.195,0.05,0.72
CF2: Full US↔CN swap,0.9202985374126161,1.051388133647372,0.175,0.04,0.735
CF2: Full US↔CN swap,2.336443047279471,1.6096029754739376,0.185,0.03,0.695
CF2: Full US↔CN swap,0.9402037914616865,2.7775661202902713,0.07,0.18,0.715
CF2: Full US↔CN swap,1.1271527163076829,1.6474597796949213,0.145,0.125,0.805
CF2: Full US↔CN swap,1.1524340596926357,1.2651531845312483,0.155,0.115,0.71
CF2: Full US↔CN swap,1.0848572243233499,2.185289016489858,0.095,0.18,0.72
CF2: Full US↔CN swap,1.4389097149112735,1.7896515897176817,0.195,0.09,0.745
CF2: Full US↔CN swap,1.4950775596074686,1.513579234694332,0.145,0.09,0.78
CF2: Full US↔CN swap,2.112694150345188,2.904860360460252,0.09,0.085,0.675
CF2: Full US↔CN swap,1.5574237607210233,1.1739324110947067,0.19,0.07,0.765
CF2: Full US↔CN swap,1.0019566927122305,1.7297910837628925,0.14,0.14,0.74
CF2: Full US↔CN swap,2.4337654127203665,2.6060692608310867,0.12,0.065,0.635
CF2: Full US↔CN swap,1.6882936043803052,0.9230045443929698,0.2,0.085,0.82
CF2: Full US↔CN swap,2.3014585086246626,1.153561348451269,0.17,0.05,0.725
CF2: Full US↔CN swap,0.7620508381303471,1.0502580413611167,0.185,0.17,0.815
CF2: Full US↔CN swap,1.978368368482935,1.511196336448742,0.18,0.055,0.73
CF2: Full US↔CN swap,2.4434288573810514,1.9187817821760282,0.17,0.025,0.675
CF2: Full US↔CN swap,1.4303167761437428,0.9762085392059889,0.235,0.105,0.785
CF2: Full US↔CN swap,2.625390551323352,0.9280125711658617,0.21,0.025,0.73
CF2: Full US↔CN swap,2.923108346451315,1.7087775205800975,0.135,0.005,0.72
CF2: Full US↔CN swap,2.0240443924484817,2.893265591472831,0.165,0.065,0.715
CF2: Full US↔CN swap,2.769810274096419,1.5140448079244813,0.175,0.03,0.67
CF2: Full US↔CN swap,2.838161237587108,1.5429605788169358,0.18,0.02,0.715
CF2: Full US↔CN swap,0.8147607578757133,0.7459188765907488,0.235,0.14,0.825
CF2: Full US↔CN swap,2.2452531237149977,1.7959899628349283,0.125,0.04,0.665
CF2: Full US↔CN swap,2.7584227887710258,1.8325795436538845,0.145,0.01,0.68
CF2: Full US↔CN swap,2.476993376476603,2.9101999237107425,0.095,0.07,0.62
CF2: Full US↔CN swap,2.995534587736959,0.6780338974918991,0.21,0.005,0.745
CF2: Full US↔CN swap,2.953207808583328,1.8089239009419131,0.235,0.035,0.725
CF2: Full US↔CN swap,1.5340194026316072,2.5671289327661233,0.095,0.17,0.725
CF2: Full US↔CN swap,2.4563101664485965,2.6466846226170557,0.15,0.035,0.63
CF3: Patience-only swap,1.7650766863709861,1.9127290794612208,0.02,0.185,0.675
CF3: Patience-only swap,1.7797898992301295,2.9304659303405325,0.01,0.195,0.68
CF3: Patience-only swap,2.0372578549228093,1.92070874473644,0.03,0.21,0.675
CF3: Patience-only swap,1.21696680717283,1.8862786331222416,0.015,0.255,0.705
CF3: Patience-only swap,1.668808813877256,2.0251450200485928,0.03,0.22,0.71
CF3: Patience-only swap,2.826106244199165,1.1147134591010828,0.1,0.11,0.71
CF3: Patience-only swap,1.2735958466088124,1.4776991275972429,0.045,0.23,0.73
CF3: Patience-only swap,1.1756793309982747,1.3750373735715347,0.05,0.215,0.675
CF3: Patience-only swap,2.8405742277242143,1.4447105395918354,0.07,0.155,0.67
CF3: Patience-only swap,2.4366230219997753,0.6014181009741353,0.19,0.105,0.8
CF3: Patience-only swap,1.2466389897114016,2.256477866644955,0.01,0.225,0.705
CF3: Patience-only swap,1.6306315521305565,2.7246447262563,0.005,0.225,0.675
CF3: Patience-only swap,1.587750078915154,2.0588994890550962,0.015,0.225,0.7
CF3: Patience-only swap,1.9634492887597603,1.997829360647149,0.02,0.19,0.705
CF3: Patience-only swap,2.1392141378570995,1.7782049535121698,0.025,0.26,0.72
CF3: Patience-only swap,0.9841993841747122,0.6724184555278452,0.125,0.175,0.785
CF3: Patience-only swap,1.130114229878889,0.7379820934021976,0.075,0.19,0.77
CF3: Patience-only swap,0.7828234165404218,1.2014645823992876,0.03,0.205,0.69
CF3: Patience-only swap,1.9812908802199922,1.358056317335108,0.025,0.185,0.665
CF3: Patience-only swap,2.4446230800044604,2.9134636562463347,0.005,0.235,0.76
