counterfactual,lam_US,lam_CN,fm_CN,fm_US,success_rate
CF3: Patience-only swap,1.460378888051158,2.9033441557185693,0.0,0.21,0.67
CF3: Patience-only swap,2.203813126161493,1.1751321173328142,0.085,0.115,0.68
CF3: Patience-only swap,2.954076333257635,2.5405719151824644,0.025,0.215,0.685
CF3: Patience-only swap,2.4520197340907117,1.394176296902465,0.07,0.165,0.695
CF3: Patience-only swap,2.7728317663598383,2.314428527163003,0.03,0.15,0.695
CF3: Patience-only swap,0.6883520393209883,2.4987750346099284,0.005,0.28,0.68
CF3: Patience-only swap,2.9069198251146933,2.311127347545143,0.035,0.15,0.695
CF3: Patience-only swap,1.8138399231823037,2.8441908201979964,0.005,0.215,0.69
CF3: Patience-only swap,1.7170825175436248,2.212588420526182,0.02,0.21,0.745
CF3: Patience-only swap,2.8907789733824023,1.2646750579488377,0.08,0.15,0.685
CF3: Patience-only swap,2.759531917807716,1.4225814940879573,0.09,0.15,0.705
CF3: Patience-only swap,2.105040967760285,2.4078982371475495,0.015,0.21,0.7
CF3: Patience-only swap,2.0447731242823095,2.223178579684274,0.01,0.23,0.72
CF3: Patience-only swap,1.475770988562437,1.7365311783044954,0.035,0.225,0.725
CF3: Patience-only swap,2.557188841456278,2.8514074956661153,0.01,0.195,0.7
CF3: Patience-only swap,0.5244103440694959,1.833490527558971,0.02,0.195,0.695
CF3: Patience-only swap,1.1978412905401048,2.1256633521776136,0.02,0.275,0.67
CF3: Patience-only swap,1.0222107298937058,0.6105922434644311,0.12,0.15,0.81
CF3: Patience-only swap,0.8240991358093986,2.6904727300826305,0.0,0.275,0.78
CF3: Patience-only swap,1.2525733875119303,1.5798654622193329,0.05,0.17,0.695
CF3: Patience-only swap,0.577011942911873,2.3200385726140844,0.0,0.27,0.75
CF3: Patience-only swap,1.5989107161319476,2.7607091513653517,0.01,0.215,0.745
CF3: Patience-only swap,1.1909534158994421,0.7223409356716066,0.125,0.21,0.82
CF3: Patience-only swap,2.226900241287944,1.8406434938659122,0.03,0.245,0.71
CF3: Patience-only swap,0.93008706630277,0.7938571710267854,0.14,0.18,0.81
CF3: Patience-only swap,2.6956051751430588,1.6766063781766798,0.015,0.15,0.685
CF3: Patience-only swap,0.6905437213074485,0.5027490577522595,0.185,0.17,0.835
CF3: Patience-only swap,2.950373194044784,2.1155839455078262,0.03,0.15,0.68
CF3: Patience-only swap,1.0762222070622223,2.5625882891092413,0.005,0.26,0.68
CF3: Patience-only swap,2.857073955422178,2.132944006090482,0.025,0.18,0.675
CF3: Patience-only swap,0.7589714466707647,2.5755856162344584,0.005,0.225,0.695
CF3: Patience-only swap,2.978153872483961,1.5722964364387946,0.07,0.16,0.64
CF3: Patience-only swap,2.377034988876116,1.9202495245306077,0.01,0.19,0.735
CF3: Patience-only swap,2.254652544888319,2.291967321181822,0.015,0.28,0.81
CF3: Patience-only swap,2.4167714087858836,1.0725440753704598,0.095,0.115,0.62
CF3: Patience-only swap,2.018592535944612,1.4394472694475384,0.06,0.205,0.705
CF3: Patience-only swap,0.9593073607601108,2.758973285195674,0.005,0.26,0.71
CF3: Patience-only swap,2.9621140055458564,0.9673213942267231,0.17,0.13,0.765
CF3: Patience-only swap,0.6147699287276321,2.8710003539489315,0.005,0.23,0.725
CF3: Patience-only swap,1.1831222185931378,2.3535802160129693,0.005,0.28,0.75
CF3: Patience-only swap,1.2210968943893306,2.002519282612904,0.02,0.225,0.635
CF3: Patience-only swap,2.1143267326273456,1.8868523250888485,0.03,0.185,0.64
CF3: Patience-only swap,2.7717053019025677,0.86780382728269,0.1,0.14,0.68
CF3: Patience-only swap,1.1770504674184088,1.1877462723077108,0.085,0.22,0.72
CF3: Patience-only swap,0.746034306763207,2.1528435927531135,0.005,0.225,0.655
CF3: Patience-only swap,0.7105706847623043,2.466327334546177,0.005,0.235,0.705
CF3: Patience-only swap,0.5582153737110802,1.24772645689018,0.045,0.25,0.775
CF3: Patience-only swap,0.6140111401155008,0.7188764902344847,0.1,0.21,0.805
CF3: Patience-only swap,1.6457191516236884,2.2025535658670234,0.025,0.23,0.73
CF3: Patience-only swap,2.8317487763721494,0.8450106009030298,0.11,0.095,0.69
CF3: Patience-only swap,2.649895070432006,1.9291780528127846,0.045,0.225,0.68
CF3: Patience-only swap,0.8823753022027326,1.9795689299341337,0.015,0.22,0.645
CF3: Patience-only swap,2.0181817315003707,1.9971066542661349,0.045,0.185,0.695
CF3: Patience-only swap,0.6022233608508392,1.1944612019957388,0.04,0.25,0.715
CF3: Patience-only swap,1.8886498114102255,2.5910107582704565,0.005,0.18,0.665
CF3: Patience-only swap,2.4476291340713887,1.3647938441004943,0.085,0.15,0.685
CF3: Patience-only swap,2.9918249267103523,0.7182742376678113,0.175,0.08,0.73
CF3: Patience-only swap,1.5808916327757796,1.686136648209006,0.035,0.175,0.72
CF3: Patience-only swap,1.2696212735738726,1.89388004995721,0.015,0.28,0.765
CF3: Patience-only swap,2.7686075410605886,1.3328732638976242,0.09,0.135,0.72
CF3: Patience-only swap,2.3513358318738256,2.0645753375900173,0.02,0.215,0.725
CF3: Patience-only swap,0.8053594009801586,0.721905030163442,0.11,0.13,0.815
CF3: Patience-only swap,1.8701016825309629,2.4556520557817003,0.02,0.23,0.69
CF3: Patience-only swap,2.79509888244206,1.7723421667537447,0.04,0.145,0.65
CF3: Patience-only swap,2.763326023741969,1.0472952219946212,0.14,0.11,0.69
CF3: Patience-only swap,1.4166166891421146,1.3055553248309668,0.045,0.19,0.68
CF3: Patience-only swap,2.460238848289678,1.3389375740664797,0.055,0.19,0.675
CF3: Patience-only swap,2.615435854934091,0.8157928430906565,0.115,0.115,0.735
CF3: Patience-only swap,1.2248048690486675,2.6459884846530155,0.01,0.23,0.715
CF3: Patience-only swap,0.8540928854994513,2.333692414056461,0.0,0.25,0.71
CF3: Patience-only swap,1.4832671166759268,0.6309164065626695,0.115,0.15,0.785
CF3: Patience-only swap,2.4895606659003926,2.5252517698242656,0.01,0.185,0.705
CF3: Patience-only swap,1.118472780780236,1.018098174507429,0.08,0.2,0.71
CF3: Patience-only swap,0.5696602813067084,2.708974376192571,0.005,0.225,0.705
CF3: Patience-only swap,1.0234571463204254,1.929518748650171,0.02,0.25,0.72
CF3: Patience-only swap,0.8231989560159119,2.859096626839992,0.0,0.215,0.69
CF3: Patience-only swap,1.9283445068284284,2.6925823637994464,0.01,0.28,0.69
CF3: Patience-only swap,1.7778660106030344,2.4125550135229146,0.01,0.185,0.74
CF3: Patience-only swap,2.414731598651842,1.5439742105940235,0.05,0.21,0.665
CF3: Patience-only swap,2.9076820815520845,1.4950465401000117,0.07,0.18,0.695
CF3: Patience-only swap,1.495505559530456,2.313305729319599,0.015,0.235,0.67
CF3: Patience-only swap,1.132796006540559,2.3741881445734627,0.0,0.21,0.71
CF3: Patience-only swap,0.7702304405011491,0.6485509264951144,0.1,0.23,0.79
CF3: Patience-only swap,2.055170495159116,1.0046689732387788,0.095,0.17,0.725
CF3: Patience-only swap,0.7734396735117348,1.345761194956379,0.05,0.245,0.735
CF3: Patience-only swap,2.1172749436580247,1.1089011051940152,0.095,0.145,0.66
CF3: Patience-only swap,1.8515560365497359,0.628369898221512,0.185,0.205,0.835
CF3: Patience-only swap,2.1600495640476787,0.9233252614406696,0.1,0.13,0.69
CF3: Patience-only swap,0.8483291118232651,2.153975692054357,0.01,0.23,0.72
CF3: Patience-only swap,1.813281776386091,1.518147891294967,0.075,0.2,0.705
CF3: Patience-only swap,1.9060866173580202,2.179367325535468,0.005,0.255,0.74
CF3: Patience-only swap,1.012745145638371,1.8586701030880264,0.01,0.295,0.81
CF3: Patience-only swap,0.7547926418595176,1.0941977077977565,0.07,0.175,0.73
CF3: Patience-only swap,2.369218354956795,0.596401154205934,0.13,0.06,0.765
CF3: Patience-only swap,1.841069511415627,2.6420922661757,0.005,0.21,0.725
CF3: Patience-only swap,1.8949652315506085,0.9017546333950572,0.17,0.215,0.745
CF3: Patience-only swap,1.3942284232156412,1.5260565628876654,0.02,0.205,0.75
CF3: Patience-only swap,1.460120839602998,1.1498885884790648,0.07,0.175,0.655
CF3: Patience-only swap,2.258634159219129,2.644014631815449,0.0,0.23,0.745
CF3: Patience-only swap,2.113021032984793,2.7512410493007735,0.0,0.22,0.705
CF3: Patience-only swap,1.996437686528,0.9008020096719365,0.13,0.15,0.745
CF3: Patience-only swap,2.9167043578394183,0.8444014930558031,0.15,0.13,0.775
CF3: Patience-only swap,1.5580024767356884,1.5539743520116152,0.045,0.19,0.735
CF3: Patience-only swap,1.5001407833316227,1.7875625042800651,0.02,0.235,0.71
CF3: Patience-only swap,0.9682291708780941,0.8726431956024943,0.115,0.19,0.775
CF3: Patience-only swap,2.19443140800369,0.990819120063275,0.09,0.115,0.71
CF3: Patience-only swap,2.4290763125136254,0.876863906430403,0.14,0.12,0.73
CF3: Patience-only swap,2.243584280445484,1.2143517996815982,0.075,0.19,0.665
CF3: Patience-only swap,1.8903823607901873,2.7719446737463227,0.01,0.275,0.75
CF3: Patience-only swap,2.8521523348197015,1.6506092794403646,0.06,0.125,0.615
CF3: Patience-only swap,2.5409916465985103,1.716936889415696,0.035,0.195,0.7
CF3: Patience-only swap,1.96463028955035,0.8741518832084378,0.12,0.135,0.75
CF3: Patience-only swap,0.9202985374126161,1.051388133647372,0.06,0.225,0.76
CF3: Patience-only swap,2.336443047279471,1.6096029754739376,0.075,0.195,0.715
CF3: Patience-only swap,0.9402037914616865,2.7775661202902713,0.005,0.315,0.795
CF3: Patience-only swap,1.1271527163076829,1.6474597796949213,0.015,0.26,0.69
CF3: Patience-only swap,1.1524340596926357,1.2651531845312483,0.045,0.225,0.73
CF3: Patience-only swap,1.0848572243233499,2.185289016489858,0.005,0.23,0.71
CF3: Patience-only swap,1.4389097149112735,1.7896515897176817,0.03,0.185,0.715
CF3: Patience-only swap,1.4950775596074686,1.513579234694332,0.03,0.215,0.76
CF3: Patience-only swap,2.112694150345188,2.904860360460252,0.005,0.245,0.73
CF3: Patience-only swap,1.5574237607210233,1.1739324110947067,0.075,0.215,0.745
CF3: Patience-only swap,1.0019566927122305,1.7297910837628925,0.01,0.3,0.695
CF3: Patience-only swap,2.4337654127203665,2.6060692608310867,0.0,0.195,0.715
CF3: Patience-only swap,1.6882936043803052,0.9230045443929698,0.11,0.17,0.77
CF3: Patience-only swap,2.3014585086246626,1.153561348451269,0.075,0.16,0.725
CF3: Patience-only swap,0.7620508381303471,1.0502580413611167,0.07,0.23,0.75
CF3: Patience-only swap,1.978368368482935,1.511196336448742,0.02,0.225,0.745
CF3: Patience-only swap,2.4434288573810514,1.9187817821760282,0.015,0.17,0.655
CF3: Patience-only swap,1.4303167761437428,0.9762085392059889,0.095,0.175,0.785
CF3: Patience-only swap,2.625390551323352,0.9280125711658617,0.14,0.115,0.68
CF3: Patience-only swap,2.923108346451315,1.7087775205800975,0.065,0.185,0.65
CF3: Patience-only swap,2.0240443924484817,2.893265591472831,0.005,0.215,0.74
CF3: Patience-only swap,2.769810274096419,1.5140448079244813,0.08,0.15,0.675
CF3: Patience-only swap,2.838161237587108,1.5429605788169358,0.075,0.13,0.635
CF3: Patience-only swap,0.8147607578757133,0.7459188765907488,0.08,0.21,0.76
CF3: Patience-only swap,2.2452531237149977,1.7959899628349283,0.05,0.21,0.665
CF3: Patience-only swap,2.7584227887710258,1.8325795436538845,0.07,0.175,0.675
CF3: Patience-only swap,2.476993376476603,2.9101999237107425,0.0,0.21,0.685
CF3: Patience-only swap,2.995534587736959,0.6780338974918991,0.16,0.11,0.75
CF3: Patience-only swap,2.953207808583328,1.8089239009419131,0.045,0.2,0.77
CF3: Patience-only swap,1.5340194026316072,2.5671289327661233,0.01,0.25,0.73
CF3: Patience-only swap,2.4563101664485965,2.6466846226170557,0.015,0.195,0.68
