vary_bloc,lam_value,cost_mult,success_rate,mean_coord_time,fm_US,fm_CN
US,0.9587021304505964,0.5485045643804136,0.9666666666666667,3.7724137931034485,0.34,0.12
US,3.7464689285227766,0.8770938325899289,0.9933333333333333,3.3422818791946307,0.05333333333333334,0.24
US,1.5533204212332892,0.9863008544218401,0.8466666666666667,3.8897637795275593,0.12666666666666668,0.11333333333333333
US,2.8200247446725384,1.5467479084563642,0.0,,0.0,0.0
US,1.5025617940871925,1.5097701151744327,0.04666666666666667,4.0,0.013333333333333334,0.0
US,0.5870082198518971,1.0662376507921896,0.7933333333333333,4.319327731092437,0.2,0.02
US,2.718912890883798,0.527076884500904,0.9733333333333334,3.136986301369863,0.38,0.12
US,0.9911885897236943,0.9029371831795647,0.8266666666666667,4.217741935483871,0.2,0.05333333333333334
US,3.881811692501136,1.1152510638812476,0.8133333333333334,3.918032786885246,0.0,0.25333333333333335
US,3.765581275600739,1.365233098735565,0.0,,0.0,0.0
US,2.1358356054435204,1.341716139102625,0.02,4.0,0.0,0.006666666666666667
US,0.5624287439194571,0.5309727961188819,0.9333333333333333,3.95,0.32666666666666666,0.06
US,3.403000152089577,1.3561805059901944,0.0,,0.0,0.0
US,1.314242596882518,1.0369235087188642,0.76,4.008771929824562,0.09333333333333334,0.08666666666666667
US,2.621055372450038,1.4412867445312134,0.013333333333333334,5.0,0.0,0.0
US,2.61087505068554,0.8950858831284165,0.9266666666666666,3.683453237410072,0.08,0.17333333333333334
US,1.8096441519251394,0.911058503648212,0.9066666666666666,3.7794117647058822,0.10666666666666667,0.13333333333333333
US,2.7817585895299097,1.4409887581027898,0.006666666666666667,2.0,0.006666666666666667,0.0
US,2.0886390872670493,0.6974074755416297,0.96,3.6041666666666665,0.2866666666666667,0.12
US,1.328318270491534,1.2952171362921359,0.25333333333333335,4.026315789473684,0.04666666666666667,0.02
US,3.3579906719836865,0.52633369582495,0.9933333333333333,3.0939597315436242,0.24666666666666667,0.25333333333333335
US,0.7329559993431236,1.1133203965077423,0.6866666666666666,4.067961165048544,0.16666666666666666,0.013333333333333334
US,1.011606354674444,1.3895970285476098,0.2733333333333333,4.341463414634147,0.08,0.0
US,1.5861713587342605,0.5726463195653713,0.9733333333333334,3.4452054794520546,0.29333333333333333,0.12666666666666668
US,3.7233966537060756,0.5986380672823338,1.0,3.32,0.23333333333333334,0.18666666666666668
US,1.4965202881827744,0.5843360742304704,0.98,3.4489795918367347,0.26,0.14
US,0.9042152228287423,0.42537761960372805,0.9933333333333333,3.597315436241611,0.36,0.09333333333333334
US,0.6938839320749104,0.6095697651230233,0.9266666666666666,3.9784172661870505,0.26666666666666666,0.07333333333333333
US,0.6868367641951139,1.1093725793331655,0.7066666666666667,4.179245283018868,0.17333333333333334,0.03333333333333333
US,2.8825008437982724,0.872356548198434,0.9733333333333334,3.780821917808219,0.07333333333333333,0.20666666666666667
US,1.612968839332173,1.0054314844266763,0.84,4.015873015873016,0.16,0.15333333333333332
